Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent
2017,2017-06,15,,0.3,13556,,,SAGD,44045,AOCHS,AOC,Athabasca,4.942963267,Hangingstone,88.1,217714.3,0.2
2016,2016-06,19,,53.9,16298,,,SAGD,44184,COGGD,Connacher Oil And Gas Limited,Athabasca,4.904856531,GreatDivide,932.9,216715.2,0.8
2019,2019-11,14,,,22801,3617.3,,SAGD,44253,SHAMR,Petrochina Canada Ltd.,Athabasca,6.859368715,Mackay River(Brion),586.6,"303,545",
2019,2019-12,15,,,12724,,,SAGD,44474,AOCHS,AOC,Athabasca,4.415100958,Hangingstone,88.9,196357.2,
2017,2017-09,15,,0.1,13975,,,SAGD,44816,AOCHS,AOC,Athabasca,4.9455481,Hangingstone,89.7,221638.2,
2019,2019-03,15,,,13084,,,SAGD,45004,AOCHS,AOC,Athabasca,4.459259177,Hangingstone,90.1,200684.5,
2017,2017-03,15,,8.1,14354,,,SAGD,45027,AOCHS,AOC,Athabasca,4.74239177,Hangingstone,90.1,213535.2,3
2018,2018-01,20,,78.1,10990,,,SAGD,45110,OSUM,Osum,Cold Lake,3.561134732,Orion,1002.8,160643.5,
2018,2018-01,15,,0.5,13540,,,SAGD,45180,AOCHS,AOC,Athabasca,4.653349683,Hangingstone,90.4,210240.2,
2018,2018-05,15,,,13489,,,SAGD,45241,AOCHS,AOC,Athabasca,4.72748151,Hangingstone,90.5,213874.1,
2017,2017-12,20,,336.5,10917,,,SAGD,45330,OSUM,Osum,Cold Lake,3.591183342,Orion,1123,162788.7,
2017,2017-11,15,,0.3,13574,,,SAGD,45376,AOCHS,AOC,Athabasca,4.675700156,Hangingstone,90.8,212162.7,
2015,2015-02,11,,0.1,22368,,,SAGD,45929,HSETL,Husky,Cold Lake,6.362248253,TuckerLake,2561.5,292211.7,
2019,2019-09,19,,26.7,14095,,2410.8,SAGD,45929,COGGD,Connacher Oil And Gas Limited,Athabasca,4.776955016,GreatDivide,1207.5,219402.2,
2017,2017-11,21,,,12825,152.9,,SAGD,46066,JCOS,Japan Canada Oil Sands Limited,Athabasca,3.222472588,Hangingstone,322.2,148446.1,
2018,2018-10,15,,,13955,,,SAGD,46096,AOCHS,AOC,Athabasca,4.700142747,Hangingstone,92.2,216655.9,
2018,2018-05,13,,22.8,11254,71.3,18.3,SAGD,46097,AOCLM,Athabasca Oil Corporation,Athabasca,3.654321068,Leismer,221.8,168454.7,
2015,2015-03,20,,193.4,8178,,,SAGD,46187,OSUM,Osum,Cold Lake,2.316647542,Orion,2296,106999,
2018,2018-07,20,,46.4,12648,,,SAGD,46216,OSUM,Osum,Cold Lake,4.183049344,Orion,1174.6,193325.9,
2015,2015-09,8,,29.3,32178,,,SAGD,46438,HSESR,Husky,Athabasca,8.673493032,Sunrise,241.7,402776.2,
2018,2018-06,15,,,13970,,,SAGD,46522,AOCHS,AOC,Athabasca,4.658931208,Hangingstone,93.1,216741.4,
2019,2019-10,14,,,21865,3450.8,,SAGD,46620,SHAMR,Petrochina Canada Ltd.,Athabasca,6.308036002,Mackay River(Brion),1027,"294,082",
2017,2017-10,15,,,13424,,,SAGD,46830,AOCHS,AOC,Athabasca,4.648958046,Hangingstone,93.7,217712.1,
2018,2018-07,15,,,13863,,,SAGD,47268,AOCHS,AOC,Athabasca,4.632322296,Hangingstone,94.5,218962,
2017,2017-11,20,,13.4,11738,,,SAGD,47437,OSUM,Osum,Cold Lake,3.663141252,Orion,1172,173766.6,
2019,2019-02,19,,72.5,14824,,2616.1,SAGD,47620,COGGD,Connacher Oil And Gas Limited,Athabasca,4.740486645,GreatDivide,1201.6,225741.5,
2017,2017-12,15,,,14307,,,SAGD,47708,AOCHS,AOC,Athabasca,4.664295296,Hangingstone,95.4,222524.2,
2018,2018-08,15,,,13560,,,SAGD,47733,AOCHS,AOC,Athabasca,4.526014334,Hangingstone,95.5,216041.6,
2016,2016-09,19,,62.1,17117,87.5,,SAGD,47803,COGGD,Connacher Oil And Gas Limited,Athabasca,4.811209291,GreatDivide,1205.3,229991.2,
2016,2016-10,19,,79.5,17817,56.6,,SAGD,47949,COGGD,Connacher Oil And Gas Limited,Athabasca,4.920433879,GreatDivide,1499.6,235928.9,
2017,2017-12,14,,,18378,,,SAGD,48165,SHAMR,Petrochina Canada Ltd.,Athabasca,4.79686663,Mackay River(Brion),96.4,"231,043",
2016,2016-11,19,,61.9,18423,13.3,,SAGD,48309,COGGD,Connacher Oil And Gas Limited,Athabasca,4.997573936,GreatDivide,1530.9,241426.3,
2016,2016-08,19,,64.1,17514,,,SAGD,48395,COGGD,Connacher Oil And Gas Limited,Athabasca,4.916037128,GreatDivide,1092.7,237912.6,
2019,2019-12,14,,0.1,24912,2192.9,,SAGD,48514,SHAMR,Petrochina Canada Ltd.,Athabasca,6.712581651,Mackay River(Brion),451.6,"325,656",1.1
2016,2016-07,19,,60.8,18450,0.2,,SAGD,49224,COGGD,Connacher Oil And Gas Limited,Athabasca,5.037193088,GreatDivide,1077.8,247951.8,
2019,2019-08,19,,85.4,16154,,2527.4,SAGD,49361,COGGD,Connacher Oil And Gas Limited,Athabasca,5.143542182,GreatDivide,1396.5,253890.9,
2015,2015-04,11,,0.4,26176,,,SAGD,49966,HSETL,Husky,Cold Lake,6.962738439,TuckerLake,2684.3,347898.1,
2019,2019-06,19,,60.5,16127,,2585.8,SAGD,50073,COGGD,Connacher Oil And Gas Limited,Athabasca,5.102989018,GreatDivide,1317.7,255523.5,
2015,2015-01,11,,20,24897,,,SAGD,50662,HSETL,Husky,Cold Lake,6.391159141,TuckerLake,2757.5,323792.1,
2015,2015-03,11,,1,26419,,,SAGD,50985,HSETL,Husky,Cold Lake,6.79764165,TuckerLake,2702.1,346576.4,
2016,2016-12,19,,5.9,20713,0.1,,SAGD,51204,COGGD,Connacher Oil And Gas Limited,Athabasca,5.254437153,GreatDivide,1516.5,269048.2,
2017,2017-04,19,,131.9,17158,19.6,2354.1,SAGD,51217,COGGD,Connacher Oil And Gas Limited,Athabasca,4.920464064,GreatDivide,1317.2,252011.9,
2019,2019-01,19,,78.3,17434,,2952,SAGD,51389,COGGD,Connacher Oil And Gas Limited,Athabasca,5.075086546,GreatDivide,1377.7,260802.1,0.9
2015,2015-06,11,,8.6,23786,,,SAGD,51404,HSETL,Husky,Cold Lake,6.15694468,TuckerLake,1765.3,316492.2,
2019,2019-07,19,,111.7,16456,,2474.8,SAGD,51880,COGGD,Connacher Oil And Gas Limited,Athabasca,5.034953537,GreatDivide,1555.3,261214.9,
2019,2019-04,19,,65.1,16061,,2584.9,SAGD,52674,COGGD,Connacher Oil And Gas Limited,Athabasca,4.81841136,GreatDivide,2202.1,253805,
2018,2018-09,19,,196.5,17244,,2486.3,SAGD,53308,COGGD,Connacher Oil And Gas Limited,Athabasca,4.834698047,GreatDivide,2290.5,257727.6,
2019,2019-05,19,,82.6,16329,,2642.3,SAGD,53487,COGGD,Connacher Oil And Gas Limited,Athabasca,4.878395432,GreatDivide,1230.8,260932.2,
2018,2018-08,20,,111.5,13082,,,SAGD,53919,OSUM,Osum,Cold Lake,3.648150655,Orion,1375.7,196705,
2017,2017-02,19,,67.4,17041,2.3,2634.4,SAGD,54053,COGGD,Connacher Oil And Gas Limited,Athabasca,4.740269183,GreatDivide,1444.8,256223.4,
2019,2019-03,19,,66.5,16639,,2853.2,SAGD,54788,COGGD,Connacher Oil And Gas Limited,Athabasca,4.755684172,GreatDivide,1507.9,260554.9,
2016,2016-05,13,,14.3,13053,,20,SAGD,55969,AOCLM,Athabasca Oil Corporation,Athabasca,3.163149243,Leismer,962.3,177038.3,
2018,2018-08,19,,125.5,18504,,2598.1,SAGD,56321,COGGD,Connacher Oil And Gas Limited,Athabasca,4.968258731,GreatDivide,1987.4,279817.3,
2018,2018-02,19,,77.1,15965,0.4,2578.6,SAGD,56603,COGGD,Connacher Oil And Gas Limited,Athabasca,4.320195678,GreatDivide,1322.4,244536.9,
2018,2018-10,19,,90.1,18649,,2821.1,SAGD,56814,COGGD,Connacher Oil And Gas Limited,Athabasca,4.964056331,GreatDivide,1563.5,282027.4,
2015,2015-07,11,,0.2,25817,,,SAGD,57138,HSETL,Husky,Cold Lake,5.948832651,TuckerLake,2615.5,339904.4,
2015,2015-05,16,,19.8,10937,,,SAGD,57341,PGFLB,Pengrowth,Cold Lake,2.177553078,Lindbergh,1323,124862.2,
2018,2018-05,21,,1.9,12108,147.4,,SAGD,57709,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.91815329,Hangingstone,207.9,168404,
2018,2018-07,19,,69,19935,,1120.9,SAGD,58466,COGGD,Connacher Oil And Gas Limited,Athabasca,4.828054446,GreatDivide,1707.3,282275.1,
2017,2017-01,19,,142.6,18263,0.1,2947.4,SAGD,58796,COGGD,Connacher Oil And Gas Limited,Athabasca,4.717117807,GreatDivide,1632.4,277345.3,
2019,2019-11,19,,67.7,17676,,2509.2,SAGD,58817,COGGD,Connacher Oil And Gas Limited,Athabasca,4.642657735,GreatDivide,1377.7,273067.2,
2015,2015-10,8,,130,35448,,,SAGD,58854,HSESR,Husky,Athabasca,7.491597909,Sunrise,439.3,440913.5,
2019,2019-12,19,,71,18874,,1791.7,SAGD,58953,COGGD,Connacher Oil And Gas Limited,Athabasca,4.729433936,GreatDivide,1456.6,278812.9,
2019,2019-10,19,,85.2,17120,,2817,SAGD,59285,COGGD,Connacher Oil And Gas Limited,Athabasca,4.523269759,GreatDivide,1415.3,268162.5,
2018,2018-06,19,,68.9,17955,,2593.3,SAGD,59326,COGGD,Connacher Oil And Gas Limited,Athabasca,4.636522542,GreatDivide,1630.9,275066.8,
2017,2017-03,19,,125.1,18084,96.9,2886.1,SAGD,59504,COGGD,Connacher Oil And Gas Limited,Athabasca,4.58749269,GreatDivide,1763,272976,
2018,2018-04,19,,0.1,17795,0.2,2745.9,SAGD,59608,COGGD,Connacher Oil And Gas Limited,Athabasca,4.562085308,GreatDivide,1316.5,271934.5,
2018,2018-11,21,,,15231,146.4,,SAGD,59944,JCOS,Japan Canada Oil Sands Limited,Athabasca,3.254506267,Hangingstone,216.7,195089.1,
2018,2018-04,21,,,13442,73.7,,SAGD,60267,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.947671457,Hangingstone,268.9,177648.2,
2015,2015-08,11,,0.7,23640,,,SAGD,60425,HSETL,Husky,Cold Lake,5.153063741,TuckerLake,2482.5,311371.3,
2017,2017-06,19,,7.6,18226,,2748.7,SAGD,60797,COGGD,Connacher Oil And Gas Limited,Athabasca,4.554539967,GreatDivide,1758.3,276901,
2018,2018-12,21,,0.5,16482,291.9,,SAGD,60927,JCOS,Japan Canada Oil Sands Limited,Athabasca,3.512484674,Hangingstone,278.2,214004.1,
2017,2017-09,19,,146.1,18365,,1302.7,SAGD,61371,COGGD,Connacher Oil And Gas Limited,Athabasca,4.422946193,GreatDivide,1624.2,271442.4,
2018,2018-01,19,,85.1,17948,0.3,2990.1,SAGD,62106,COGGD,Connacher Oil And Gas Limited,Athabasca,4.422970653,GreatDivide,982.8,274693.9,
2017,2017-07,19,,4.4,18758,0.3,1905.7,SAGD,62159,COGGD,Connacher Oil And Gas Limited,Athabasca,4.549329219,GreatDivide,2067.1,282781.3,
2017,2017-05,19,,7.5,19001,,2748.7,SAGD,62383,COGGD,Connacher Oil And Gas Limited,Athabasca,4.638330512,GreatDivide,1556.8,289353.9,
2018,2018-03,19,,0.5,18377,0.1,2776.2,SAGD,62494,COGGD,Connacher Oil And Gas Limited,Athabasca,4.492866492,GreatDivide,1314.8,280776.3,1.7
2019,2019-01,20,,10.6,19026,,,SAGD,62526,OSUM,Osum,Cold Lake,4.708637805,Orion,779.9,294413.7,
2018,2018-05,19,,0.6,18549,,2704.5,SAGD,63176,COGGD,Connacher Oil And Gas Limited,Athabasca,4.511187055,GreatDivide,1978.8,284997.4,
2017,2017-08,19,,83.3,19231,,1.9,SAGD,63834,COGGD,Connacher Oil And Gas Limited,Athabasca,4.328909915,GreatDivide,2143.4,276333.8,
2017,2017-04,16,,,10877,,3244.3,SAGD,64270,PGFLB,Pengrowth,Cold Lake,2.87254902,Lindbergh,443.4,184619.3,
2017,2017-11,19,,75.9,18038,0.1,2873.3,SAGD,64770,COGGD,Connacher Oil And Gas Limited,Athabasca,4.274873899,GreatDivide,1482.7,276882.3,
2017,2017-10,19,,9,18210,,2821,SAGD,64904,COGGD,Connacher Oil And Gas Limited,Athabasca,4.327991557,GreatDivide,1541.9,280901.8,
2017,2017-12,19,,1.6,18321,,2953.5,SAGD,65062,COGGD,Connacher Oil And Gas Limited,Athabasca,4.339379911,GreatDivide,1304.4,282327,
2015,2015-02,19,791,112.7,18698,246.1,,SAGD,65317,COGGD,Connacher Oil And Gas Limited,Athabasca,3.713352685,GreatDivide,1665.8,242545.8,
2015,2015-11,19,,112.1,19892,806.8,,SAGD,65641,COGGD,Connacher Oil And Gas Limited,Athabasca,4.166435105,GreatDivide,1589.7,273489.8,
2015,2015-06,16,,18.9,11493,,,SAGD,66380,PGFLB,Pengrowth,Cold Lake,2.005161232,Lindbergh,1955.1,133101.6,
2015,2015-11,16,,15.7,11301,,,SAGD,66572,PGFLB,Pengrowth,Cold Lake,1.992375196,Lindbergh,2173.9,132636.8,
2018,2018-09,20,,409.5,14825,,,SAGD,66585,OSUM,Osum,Cold Lake,3.325874252,Orion,1786.8,221455,
2015,2015-09,19,,246.8,19762,770.2,,SAGD,66623,COGGD,Connacher Oil And Gas Limited,Athabasca,4.022305977,GreatDivide,1198.6,267979.7,
2017,2017-06,16,,10.7,10754,,2938.7,SAGD,66643,PGFLB,Pengrowth,Cold Lake,2.685606805,Lindbergh,871.4,178977.7,
2017,2017-07,16,,9.5,11536,,2899,SAGD,66876,PGFLB,Pengrowth,Cold Lake,2.831825325,Lindbergh,869.1,189382,
2015,2015-10,16,,150.2,11568,,,SAGD,66986,PGFLB,Pengrowth,Cold Lake,2.111906799,Lindbergh,2358.7,141468.4,2.4
2017,2017-05,16,,,11239,,2974.7,SAGD,67345,PGFLB,Pengrowth,Cold Lake,2.812932014,Lindbergh,431.6,189435.5,
2018,2018-02,21,,,14921,155.2,,SAGD,67393,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.996311168,Hangingstone,252,201929.2,
2016,2016-09,16,,14.8,13101,,,SAGD,67747,PGFLB,Pengrowth,Cold Lake,2.517285713,Lindbergh,2281.9,170537.8,
2015,2015-11,8,,1,34680,,,SAGD,68003,HSESR,Husky,Athabasca,6.558065906,Sunrise,494.9,445967.5,
2015,2015-09,18,,2,6380,,2206.3,SAGD,68241,SUMR,Suncor,Athabasca,2.826334354,MackayRiver,68.2,192871.6,
2017,2017-11,16,,4.9,12508,,3107.7,SAGD,68499,PGFLB,Pengrowth,Cold Lake,3.092424707,Lindbergh,293.4,211828,1.1
2015,2015-12,19,,93.5,20834,828.6,,SAGD,68558,COGGD,Connacher Oil And Gas Limited,Athabasca,4.144004866,GreatDivide,1621.6,284105.1,
2016,2016-02,16,,2.9,12019,,,SAGD,68594,PGFLB,Pengrowth,Cold Lake,2.191076414,Lindbergh,2331.7,150293.6,
2017,2017-12,21,,,15252,178.7,,SAGD,68753,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.970584685,Hangingstone,295.9,204237.5,1.7
2015,2015-02,13,,9.1,15912,,27.8,SAGD,68783,AOCLM,Athabasca Oil Corporation,Athabasca,2.861935964,Leismer,750,196853.4,
2017,2017-02,16,,0.1,10309,,3116.7,SAGD,69015,PGFLB,Pengrowth,Cold Lake,2.509383467,Lindbergh,483.2,173185.1,
2019,2019-05,13,,,17249,,16.6,SAGD,69030,AOCLM,Athabasca Oil Corporation,Athabasca,3.985084681,Leismer,572.5,275089.2,
2017,2017-08,16,,0.2,11804,,3111.6,SAGD,69239,PGFLB,Pengrowth,Cold Lake,2.810860385,Lindbergh,819.4,194620.6,
2015,2015-10,19,,355.7,21374,835.9,,SAGD,69290,COGGD,Connacher Oil And Gas Limited,Athabasca,4.127236778,GreatDivide,1901.6,285978.3,
2018,2018-02,16,,1.9,12455,,3025.4,SAGD,69316,PGFLB,Pengrowth,Cold Lake,2.952198765,Lindbergh,225.5,204635.2,
2018,2018-01,16,,2.9,12200,,3273,SAGD,69444,PGFLB,Pengrowth,Cold Lake,2.886714638,Lindbergh,605.6,200465.3,
2015,2015-05,19,,138.1,19368,621.1,,SAGD,69520,COGGD,Connacher Oil And Gas Limited,Athabasca,3.966627062,GreatDivide,1543.4,275761.5,
2015,2015-08,19,,96,20536,790.5,,SAGD,69968,COGGD,Connacher Oil And Gas Limited,Athabasca,4.05882664,GreatDivide,1733.7,283989.2,
2015,2015-09,16,,128.5,11662,,,SAGD,70424,PGFLB,Pengrowth,Cold Lake,2.085884074,Lindbergh,2200.7,146896.3,
2017,2017-03,16,,0.3,11582,,3433.9,SAGD,70432,PGFLB,Pengrowth,Cold Lake,2.741285211,Lindbergh,556.9,193074.2,
2018,2018-01,21,,,16482,165.2,,SAGD,70472,JCOS,Japan Canada Oil Sands Limited,Athabasca,3.085335657,Hangingstone,259.2,217430.7,
2017,2017-12,16,,1.4,13593,,3299.3,SAGD,70940,PGFLB,Pengrowth,Cold Lake,3.133788085,Lindbergh,545.1,222310.3,
2018,2018-11,13,,,16818,24.2,27,SAGD,71038,AOCLM,Athabasca Oil Corporation,Athabasca,3.682227887,Leismer,104.8,261577,
2015,2015-07,16,,33.6,12405,,,SAGD,71109,PGFLB,Pengrowth,Cold Lake,2.04815431,Lindbergh,1692.6,145642,
2015,2015-09,11,,0.7,22807,,,SAGD,71242,HSETL,Husky,Cold Lake,3.978070674,TuckerLake,3394.8,283407.7,
2016,2016-02,11,,11.5,24644,,,SAGD,71652,HSETL,Husky,Cold Lake,4.582818807,TuckerLake,2826.5,328366.3,
2015,2015-07,19,,109.4,19113,996.4,,SAGD,71856,COGGD,Connacher Oil And Gas Limited,Athabasca,3.745644396,GreatDivide,1795.3,269145.9,
2017,2017-01,16,,2.1,10812,,3427.7,SAGD,71911,PGFLB,Pengrowth,Cold Lake,2.589632769,Lindbergh,712.9,186223.6,
2017,2017-10,16,,8.8,13023,,3182.2,SAGD,72069,PGFLB,Pengrowth,Cold Lake,3.06184178,Lindbergh,159.4,220665.1,
2015,2015-04,19,324,91.3,19283,420.6,,SAGD,72101,COGGD,Connacher Oil And Gas Limited,Athabasca,3.655602034,GreatDivide,2022,263571.1,
2015,2015-11,11,,1.2,25134,,,SAGD,72133,HSETL,Husky,Cold Lake,4.26179412,TuckerLake,3926.7,307417.7,
2015,2015-08,16,,152.2,12841,,,SAGD,72301,PGFLB,Pengrowth,Cold Lake,2.100840929,Lindbergh,2104.3,151892.9,
2016,2016-04,16,,5.9,13186,,,SAGD,72568,PGFLB,Pengrowth,Cold Lake,2.398232003,Lindbergh,2094.5,174034.9,2.6
2016,2016-11,16,,,14139,,,SAGD,73610,PGFLB,Pengrowth,Cold Lake,2.521510014,Lindbergh,1197.7,185608.1,
2016,2016-06,16,,0.8,12971,,,SAGD,73804,PGFLB,Pengrowth,Cold Lake,2.345810892,Lindbergh,2293.2,173131.4,
2015,2015-03,19,777,105.9,20542,371.9,,SAGD,73906,COGGD,Connacher Oil And Gas Limited,Athabasca,3.73731397,GreatDivide,2062.7,276210.3,
2018,2018-10,20,,56.1,19880,,,SAGD,74203,OSUM,Osum,Cold Lake,4.002547063,Orion,884.1,297001.4,2.5
2015,2015-10,11,,0.3,25064,,,SAGD,74281,HSETL,Husky,Cold Lake,4.123876066,TuckerLake,4156.5,306327.7,1.2
2015,2015-12,16,,13.9,13336,,,SAGD,74406,PGFLB,Pengrowth,Cold Lake,2.147457987,Lindbergh,2734.3,159782.9,1.5
2015,2015-06,19,,113.9,19094,797.8,,SAGD,74583,COGGD,Connacher Oil And Gas Limited,Athabasca,3.555905947,GreatDivide,2310.3,265211.2,1.2
2016,2016-12,16,,8.9,14614,,,SAGD,74862,PGFLB,Pengrowth,Cold Lake,2.532014822,Lindbergh,802,189552.2,
2016,2016-01,16,,6.2,13952,,,SAGD,74895,PGFLB,Pengrowth,Cold Lake,2.278791269,Lindbergh,2864.1,170670.3,
2018,2018-11,20,,23.8,20051,,,SAGD,75623,OSUM,Osum,Cold Lake,4.020874519,Orion,1322.3,304071.8,
2015,2015-12,11,,1.6,26881,,,SAGD,75665,HSETL,Husky,Cold Lake,4.250123572,TuckerLake,4953.6,321583.9,
2018,2018-12,20,,0.5,20354,,,SAGD,75777,OSUM,Osum,Cold Lake,4.09724889,Orion,1437.2,310476,
2016,2016-10,16,,1.1,13883,,,SAGD,75786,PGFLB,Pengrowth,Cold Lake,2.429091312,Lindbergh,1115.9,184091.6,13
2018,2018-04,16,,5.5,14695,,2984.5,SAGD,75967,PGFLB,Pengrowth,Cold Lake,3.052302698,Lindbergh,615.6,231875.5,
2018,2018-09,16,,21.2,14279,,3064.5,SAGD,76023,PGFLB,Pengrowth,Cold Lake,2.896464364,Lindbergh,317,220198.2,
2015,2015-01,19,1069,108.1,20998,290.4,,SAGD,76415,COGGD,Connacher Oil And Gas Limited,Athabasca,3.596069866,GreatDivide,1253.8,274792.6,
2019,2019-02,20,,203.8,16678,,,SAGD,76425,OSUM,Osum,Cold Lake,3.368166176,Orion,1538.8,257412.1,
2016,2016-01,11,,0.3,26773,,,SAGD,76436,HSETL,Husky,Cold Lake,4.300602854,TuckerLake,4532.4,328722.6,
2018,2018-05,16,,9.6,15889,,2781.2,SAGD,76666,PGFLB,Pengrowth,Cold Lake,3.205311083,Lindbergh,27.5,245738.7,
2016,2016-08,16,,0.9,14435,,,SAGD,76863,PGFLB,Pengrowth,Cold Lake,2.474884567,Lindbergh,2630.4,190227.3,
2016,2016-03,16,,2.5,13682,,,SAGD,77033,PGFLB,Pengrowth,Cold Lake,2.304319323,Lindbergh,2271.4,177508.4,
2016,2016-07,16,,,13813,,,SAGD,77048,PGFLB,Pengrowth,Cold Lake,2.385668971,Lindbergh,2573.9,183811.5,1.1
2015,2015-12,8,,2.5,35859,,,SAGD,77342,HSESR,Husky,Athabasca,6.100154251,Sunrise,263,471796.3,
2018,2018-03,16,,1.4,14698,,3295.4,SAGD,77446,PGFLB,Pengrowth,Cold Lake,3.085543586,Lindbergh,194.4,238962.7,
2018,2018-06,16,,9.4,15721,,2901.2,SAGD,77770,PGFLB,Pengrowth,Cold Lake,3.092619381,Lindbergh,315.9,240512.7,
2016,2016-01,13,,0.2,17512,137,35.5,SAGD,78259,AOCLM,Athabasca Oil Corporation,Athabasca,3.217317969,Leismer,1030.6,251782.8,1.5
2016,2016-05,16,,18.2,13679,,,SAGD,78453,PGFLB,Pengrowth,Cold Lake,2.286516403,Lindbergh,2593.4,179384.3,1.3
2015,2015-03,13,,0.4,18745,,15.3,SAGD,78880,AOCLM,Athabasca Oil Corporation,Athabasca,2.904873587,Leismer,773.6,229137.3,2.2
2019,2019-06,13,,0.1,19182,270.1,12.4,SAGD,78955,AOCLM,Athabasca Oil Corporation,Athabasca,3.972094266,Leismer,1146.5,313617.1,
2019,2019-09,13,,2.1,20703,479.2,15.7,SAGD,79367,AOCLM,Athabasca Oil Corporation,Athabasca,4.216508562,Leismer,1305,334652.9,
2016,2016-04,7,,58,11136,,33471.8,SAGD,79371,CNOOCLK,Nexen,Athabasca,5.021771231,LongLake,2369.9,398582,
2017,2017-09,18,,0.2,9858,145.4,2660.4,SAGD,79473,SUMR,Suncor,Athabasca,2.907398064,MackayRiver,79.5,231061.1,1.3
2019,2019-07,13,,,20887,366.1,13.3,SAGD,81063,AOCLM,Athabasca Oil Corporation,Athabasca,4.186821822,Leismer,1411,339395.5,
2019,2019-10,16,,55.1,13320,1190.9,2942.1,SAGD,81085,PGFLB,Pengrowth,Cold Lake,2.821639021,Lindbergh,356.7,228792.6,
2017,2017-07,11,,282.5,21065,,,SAGD,81324,HSETL,Husky,Cold Lake,2.847708495,TuckerLake,3878.4,231587.9,2.6
2018,2018-03,21,,,16845,177.8,,SAGD,81342,JCOS,Japan Canada Oil Sands Limited,Athabasca,2.877652682,Hangingstone,386.6,234074.6,1
2015,2015-10,13,,3.9,18362,,25.9,SAGD,81388,AOCLM,Athabasca Oil Corporation,Athabasca,3.200755146,Leismer,306.8,260503.7,3.9
2018,2018-07,16,,75.2,16137,,2994.9,SAGD,81489,PGFLB,Pengrowth,Cold Lake,3.054144798,Lindbergh,262,248878.9,1
2019,2019-02,16,,4,15099,,3043.1,SAGD,81866,PGFLB,Pengrowth,Cold Lake,2.809220178,Lindbergh,309,229979.9,
2019,2019-08,13,,,21886,304.3,15,SAGD,81913,AOCLM,Athabasca Oil Corporation,Athabasca,4.309417599,Leismer,1643.3,352995.6,1.2
2018,2018-12,16,,12.3,14361,,3244.8,SAGD,82083,PGFLB,Pengrowth,Cold Lake,2.721339855,Lindbergh,650.3,223377.1,
2019,2019-02,13,,1.7,19910,,31.5,SAGD,82289,AOCLM,Athabasca Oil Corporation,Athabasca,3.727419992,Leismer,915.7,306723.8,
2019,2019-03,20,,71.4,17780,,,SAGD,82910,OSUM,Osum,Cold Lake,3.300709683,Orion,1459,273662.5,
2019,2019-04,13,,,19959,,17.2,SAGD,82931,AOCLM,Athabasca Oil Corporation,Athabasca,3.788203957,Leismer,1056,314160.3,
2016,2016-04,11,,0.4,26680,,,SAGD,83296,HSETL,Husky,Cold Lake,4.134036287,TuckerLake,3076.1,344349.1,1.2
2018,2018-08,16,,8.3,16417,,2988.3,SAGD,83764,PGFLB,Pengrowth,Cold Lake,3.012913708,Lindbergh,301.4,252372.8,2
2016,2016-02,7,,73.1,15417,,32726.1,SAGD,83900,CNOOCLK,Nexen,Athabasca,4.467263966,LongLake,2287.1,374803,
2017,2017-10,18,,,17264,,7.2,SAGD,84034,SUMR,Suncor,Athabasca,2.730988738,MackayRiver,84,229497,
2019,2019-07,16,,15.8,15885,,2927.7,SAGD,84194,PGFLB,Pengrowth,Cold Lake,2.876890716,Lindbergh,1538.8,242217.8,
2018,2018-12,13,,,20129,,27.9,SAGD,84757,AOCLM,Athabasca Oil Corporation,Athabasca,3.631438732,Leismer,344.8,307788.4,2.5
2019,2019-11,16,,63.4,13744,1201.1,3004.9,SAGD,84815,PGFLB,Pengrowth,Cold Lake,2.804037508,Lindbergh,709.7,237823.6,
2016,2016-03,7,,46.9,13384,,36024.8,SAGD,85146,CNOOCLK,Nexen,Athabasca,4.695014346,LongLake,2765.9,399763.1,1.1
2019,2019-04,16,,3.5,14698,,3072.2,SAGD,85169,PGFLB,Pengrowth,Cold Lake,2.701210656,Lindbergh,1272.7,230058.6,2.3
2019,2019-09,18,,,17506,267.5,,SAGD,85961,SUMR,Suncor,Athabasca,2.782663473,MackayRiver,86,239199.7,
2016,2016-03,11,,0.1,27394,,,SAGD,85999,HSETL,Husky,Cold Lake,4.123153328,TuckerLake,3233.1,354588.3,
2016,2016-02,13,,0.2,20489,5.2,29.1,SAGD,86091,AOCLM,Athabasca Oil Corporation,Athabasca,3.531944649,Leismer,544,304069,
2019,2019-08,16,,49.7,15063,187.6,2995.9,SAGD,86270,PGFLB,Pengrowth,Cold Lake,2.919450282,Lindbergh,525.1,251860.1,0.9
2019,2019-06,16,,6.9,16222,,2910,SAGD,86664,PGFLB,Pengrowth,Cold Lake,2.877765995,Lindbergh,1411.3,249399,1.3
2019,2019-12,16,,46.9,14889,1456,3289.5,SAGD,86916,PGFLB,Pengrowth,Cold Lake,2.952349285,Lindbergh,968.8,256605.8,1.3
2015,2015-04,13,,0.5,21342,31.3,10.2,SAGD,87099,AOCLM,Athabasca Oil Corporation,Athabasca,3.143791382,Leismer,597.1,273821.4,0.8
