Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent,k_14
2018,2018-12,7,NA,32.8,30022,NA,37493.7,SAGD,226163,CNOOCLK,Nexen,Athabasca,3.136476086,LongLake,4663.3,709353.9,NA,10
2019,2019-06,7,NA,16.7,24836,NA,25870.1,SAGD,226449,CNOOCLK,Nexen,Athabasca,2.3187833,LongLake,650,525085,NA,14
2019,2019-09,7,NA,16.3,31836,NA,30925.6,SAGD,226459,CNOOCLK,Nexen,Athabasca,2.84390701,LongLake,2264.6,644027.2,0.6,10
2018,2018-05,7,NA,10.1,32713,NA,31674.4,SAGD,227452,CNOOCLK,Nexen,Athabasca,3.492968199,LongLake,4217.6,794484,0.9,10
2019,2019-05,8,NA,177.4,52959,NA,NA,SAGD,228142,HSESR,Husky,Athabasca,3.321894964,Sunrise,1211.1,757862.1,0.7,10
2016,2016-06,3,NA,1574.4,111303,NA,16941.8,CSS,229122,CNRLWL,Canadian Natural Resources Limited,Cold Lake,8.454073654,"CNRL Wolf Lake, Primrose, and Burnt Lake",13974.2,1937016.8,0.1,2
2018,2018-01,8,NA,26.3,68968,NA,NA,SAGD,229617,HSESR,Husky,Athabasca,4.17826004,Sunrise,832.7,959398.7,NA,10
2015,2015-08,7,NA,15.8,144647,NA,58637.7,SAGD,230798,CNOOCLK,Nexen,Athabasca,4.050442032,LongLake,2801.4,934832.3,17.9,10
2019,2019-11,7,NA,35.9,29388,NA,35725,SAGD,230872,CNOOCLK,Nexen,Athabasca,2.686236368,LongLake,2308.7,620177.3,1.9,10
2017,2017-12,8,NA,22.1,70735,NA,NA,SAGD,231557,HSESR,Husky,Athabasca,4.253275649,Sunrise,326.9,984876.6,15.9,10
2015,2015-04,7,1216.5,28.3,114957,334.2,55293.3,SAGD,231654,CNOOCLK,Nexen,Athabasca,2.95855322,LongLake,2856.4,685359.8,34.9,10
2018,2018-07,7,NA,6.7,31480,NA,31261.3,SAGD,232824,CNOOCLK,Nexen,Athabasca,3.262196788,LongLake,4161.5,759516.4,2.5,10
2018,2018-03,8,NA,16.4,63660,NA,NA,SAGD,233501,HSESR,Husky,Athabasca,3.834810628,Sunrise,504.1,895432.5,4.7,10
2019,2019-07,7,NA,2.8,30542,NA,34174,SAGD,233520,CNOOCLK,Nexen,Athabasca,2.724926966,LongLake,4670.4,636324.4,NA,10
2018,2018-09,8,NA,1.1,64524,NA,NA,SAGD,236263,HSESR,Husky,Athabasca,3.899201143,Sunrise,574.5,921235.4,NA,10
2018,2018-07,8,NA,0.9,66030,NA,NA,SAGD,236878,HSESR,Husky,Athabasca,3.96506508,Sunrise,837.1,939235.1,NA,10
2019,2019-10,7,NA,6.9,31794,NA,33727.1,SAGD,237542,CNOOCLK,Nexen,Athabasca,2.666829726,LongLake,2375.5,633483.8,NA,10
2016,2016-01,6,NA,83.7,74063,NA,NA,SAGD,239673,COPSM,ConocoPhillips,Athabasca,4.232124827,Surmont,2111.3,1014326.9,NA,11
2019,2019-05,7,NA,2.4,23342,NA,41810,SAGD,240718,CNOOCLK,Nexen,Athabasca,2.464277124,LongLake,4697,593196.6,3.4,10
2018,2018-05,8,NA,0.6,68058,NA,NA,SAGD,242344,HSESR,Husky,Athabasca,3.995057032,Sunrise,400.3,968179.3,2.1,10
2018,2018-04,8,NA,16,65150,NA,NA,SAGD,242891,HSESR,Husky,Athabasca,3.764341327,Sunrise,440.5,914323.5,NA,10
2019,2019-12,7,NA,9.3,31894,NA,37192.7,SAGD,244107,CNOOCLK,Nexen,Athabasca,2.42988707,LongLake,2441.1,593152.2,7.4,10
2019,2019-07,8,NA,2,44921,NA,NA,SAGD,246410,HSESR,Husky,Athabasca,2.635085279,Sunrise,926.1,649311.1,2,10
2016,2016-02,6,NA,0.1,71661,NA,NA,SAGD,247970,COPSM,ConocoPhillips,Athabasca,3.99811308,Surmont,2566.2,991412.9,1.1,10
2018,2018-08,8,NA,2.6,64732,NA,NA,SAGD,248736,HSESR,Husky,Athabasca,3.71699691,Sunrise,1217.1,924550.2,NA,10
2015,2015-10,7,674.2,18.1,147329,NA,69539.4,SAGD,249560,CNOOCLK,Nexen,Athabasca,3.832688331,LongLake,3468.5,956485.7,NA,10
2018,2018-10,8,NA,1.2,70643,NA,NA,SAGD,253537,HSESR,Husky,Athabasca,3.969887654,Sunrise,997.7,1006514.2,3.9,5
2018,2018-11,8,NA,0.8,68703,NA,NA,SAGD,253632,HSESR,Husky,Athabasca,3.864656668,Sunrise,1152.6,980200.6,3.5,10
2019,2019-01,3,NA,79.2,138083,NA,19180.3,CSS,258684,CNRLWL,Canadian Natural Resources Limited,Cold Lake,8.751484338,"CNRL Wolf Lake, Primrose, and Burnt Lake",9462.6,2263871.6,10.8,2
2016,2016-05,3,NA,76.8,130322,NA,NA,CSS,259086,CNRLWL,Canadian Natural Resources Limited,Cold Lake,7.62888346,"CNRL Wolf Lake, Primrose, and Burnt Lake",16090.6,1976536.9,1.1,2
2019,2019-08,8,NA,0.5,43329,NA,NA,SAGD,259595,HSESR,Husky,Athabasca,2.416745989,Sunrise,1171.5,627375.9,11.9,10
2019,2019-09,8,NA,1.1,54188,NA,NA,SAGD,260200,HSESR,Husky,Athabasca,2.989414669,Sunrise,880.6,777844.8,NA,10
2019,2019-12,12,NA,3.4,22765,NA,NA,SAGD,260584,CNRLKB,CNRL,Athabasca,2.931030354,Kirby,1368.9,763780.2,11.9,10
2017,2017-04,3,NA,68.7,97278,NA,18150.9,CSS,261362,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.63958675,"CNRL Wolf Lake, Primrose, and Burnt Lake",15653.2,1735337,NA,2
2016,2016-04,3,NA,102.5,110712,NA,NA,CSS,262041,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.203944491,"CNRL Wolf Lake, Primrose, and Burnt Lake",16534.1,1625690.3,2.2,2
2019,2019-05,6,NA,76.3,53820,3004.9,NA,SAGD,278720,COPSM,ConocoPhillips,Athabasca,2.579661423,Surmont,6598.4,719002.2,1.1,10
2019,2019-10,8,NA,2.5,64022,NA,NA,SAGD,279007,HSESR,Husky,Athabasca,3.195681322,Sunrise,1214.2,891616.5,NA,10
2018,2018-11,3,NA,247.5,117504,NA,17411.4,CSS,281690,CNRLWL,Canadian Natural Resources Limited,Cold Lake,7.114224543,"CNRL Wolf Lake, Primrose, and Burnt Lake",10836.6,2004005.2,NA,2
2018,2018-04,3,NA,125.4,119586,NA,13124.8,CSS,282735,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.914012262,"CNRL Wolf Lake, Primrose, and Burnt Lake",17081,1954829.8,6.1,2
2018,2018-12,8,NA,53.4,72726,NA,NA,SAGD,284788,HSESR,Husky,Athabasca,3.643069456,Sunrise,1597.4,1037502.1,NA,5
2019,2019-02,3,NA,43.8,124117,NA,18008.4,CSS,284854,CNRLWL,Canadian Natural Resources Limited,Cold Lake,7.500988577,"CNRL Wolf Lake, Primrose, and Burnt Lake",11023.8,2136685.1,9.2,2
2019,2019-06,3,NA,58.2,98060,NA,16634.2,CSS,286346,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.110822338,"CNRL Wolf Lake, Primrose, and Burnt Lake",10952.4,1749807.7,NA,2
2019,2019-07,3,NA,59.6,105856,NA,16219.5,CSS,286637,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.723251864,"CNRL Wolf Lake, Primrose, and Burnt Lake",8645.8,1927131.4,NA,2
2019,2019-12,8,NA,0.4,59061,NA,NA,SAGD,286888,HSESR,Husky,Athabasca,2.858181939,Sunrise,1180.6,819978.1,NA,10
2015,2015-06,10,NA,24.7,52086,NA,NA,SAGD,290843,CNRLJF,Devon,Athabasca,2.576270068,Jackfish,1119.8,749289.6,2.5,10
2018,2018-03,3,NA,61.9,147015,NA,19137.2,CSS,292886,CNRLWL,Canadian Natural Resources Limited,Cold Lake,8.517723632,"CNRL Wolf Lake, Primrose, and Burnt Lake",17631.4,2494720.3,NA,2
2016,2016-03,6,NA,0.3,77453,NA,NA,SAGD,300863,COPSM,ConocoPhillips,Athabasca,3.537837691,Surmont,1952,1064403.4,0.6,5
2018,2018-06,3,NA,41.2,130973,NA,16666.8,CSS,318459,CNRLWL,Canadian Natural Resources Limited,Cold Lake,7.244874299,"CNRL Wolf Lake, Primrose, and Burnt Lake",16831,2307194.7,NA,2
2018,2018-07,3,NA,182.9,117980,NA,17158.9,CSS,322952,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.571984648,"CNRL Wolf Lake, Primrose, and Burnt Lake",15303.5,2122432.3,NA,2
2018,2018-09,3,NA,1369.8,115845,NA,17463.5,CSS,323875,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.221710193,"CNRL Wolf Lake, Primrose, and Burnt Lake",14784.8,2015053.9,3.7,2
2019,2019-03,3,NA,29.8,135721,NA,17806.8,CSS,324543,CNRLWL,Canadian Natural Resources Limited,Cold Lake,7.397645861,"CNRL Wolf Lake, Primrose, and Burnt Lake",12541.6,2400856.4,6.3,2
2015,2015-05,3,NA,150.8,92200,NA,NA,CSS,324648,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.368545463,"CNRL Wolf Lake, Primrose, and Burnt Lake",14960.3,1418237.8,13.1,3
2019,2019-04,3,NA,53.2,129029,NA,16054,CSS,328905,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.858299291,"CNRL Wolf Lake, Primrose, and Burnt Lake",12694.3,2255730.3,7,2
2018,2018-02,3,NA,35.7,121820,NA,17966.3,CSS,329557,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.210958523,"CNRL Wolf Lake, Primrose, and Burnt Lake",16535.3,2046866.1,NA,2
2018,2018-12,3,NA,73.6,128118,NA,16765.9,CSS,331043,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.323377015,"CNRL Wolf Lake, Primrose, and Burnt Lake",15970.3,2093307.8,5.6,2
2017,2017-04,6,NA,9.2,81653,27.7,NA,SAGD,333165,COPSM,ConocoPhillips,Athabasca,3.41941393,Surmont,3511.9,1139228.7,40.8,5
2018,2018-10,3,NA,1241,125437,NA,18397.8,CSS,334629,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.541154831,"CNRL Wolf Lake, Primrose, and Burnt Lake",14328,2188860.1,7.4,2
2016,2016-08,3,NA,261.4,127245,NA,14787.9,CSS,335189,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.652994969,"CNRL Wolf Lake, Primrose, and Burnt Lake",17218.7,2230009.4,NA,2
2017,2017-06,3,NA,65.2,114613,NA,3850.4,CSS,338631,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.806242012,"CNRL Wolf Lake, Primrose, and Burnt Lake",13887.2,1966174.7,2.1,2
2018,2018-05,3,NA,61.5,136736,NA,17455.6,CSS,339391,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.834052562,"CNRL Wolf Lake, Primrose, and Burnt Lake",20926.7,2319417.3,NA,2
2016,2016-04,6,NA,NA,83486,NA,NA,SAGD,340063,COPSM,ConocoPhillips,Athabasca,3.568230847,Surmont,2655.1,1213424,6.6,5
2019,2019-08,3,NA,1401.9,111321,NA,17116.1,CSS,340605,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.95088563,"CNRL Wolf Lake, Primrose, and Burnt Lake",12088.1,2026901.4,NA,2
2016,2016-03,3,NA,88.5,118342,NA,NA,CSS,340974,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.989532642,"CNRL Wolf Lake, Primrose, and Burnt Lake",19162.4,1701302.4,NA,2
2016,2016-09,3,NA,118.9,124547,NA,17705.3,CSS,343756,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.430197457,"CNRL Wolf Lake, Primrose, and Burnt Lake",16905.4,2210419.6,14.2,2
2015,2015-06,3,NA,245.6,104750,NA,NA,CSS,349879,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.559833771,"CNRL Wolf Lake, Primrose, and Burnt Lake",13850.9,1595387.8,1.8,3
2019,2019-06,10,NA,72.6,67438,3452.1,NA,SAGD,350477,CNRLJF,Devon,Athabasca,2.478073001,Jackfish,10691.2,868506.6,NA,10
2015,2015-02,10,NA,6.3,62644,NA,NA,SAGD,357131,CNRLJF,Devon,Athabasca,2.461699661,Jackfish,1374.9,879150,NA,10
2018,2018-06,10,NA,68.7,65058,1807.1,NA,SAGD,357432,CNRLJF,Devon,Athabasca,2.358347121,Jackfish,9828.1,842949.2,NA,10
2016,2016-07,6,NA,46.2,96564,NA,NA,SAGD,361939,COPSM,ConocoPhillips,Athabasca,3.810976368,Surmont,3017.1,1379342.5,NA,5
2017,2017-05,3,NA,111.1,126181,NA,12919.4,CSS,364321,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.249284286,"CNRL Wolf Lake, Primrose, and Burnt Lake",14593.9,2276748,5.6,2
2017,2017-09,3,NA,28.6,129146,NA,16700.9,CSS,365134,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.340891115,"CNRL Wolf Lake, Primrose, and Burnt Lake",13936.9,2315272.4,0.2,2
2018,2018-01,3,NA,50.1,128857,NA,19768.4,CSS,366664,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.87733596,"CNRL Wolf Lake, Primrose, and Burnt Lake",19144.9,2155008.1,NA,2
2016,2016-02,3,NA,303.9,112352,NA,NA,CSS,366720,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.397395994,"CNRL Wolf Lake, Primrose, and Burnt Lake",18169.7,1612611.3,NA,2
2017,2017-07,10,NA,376.6,62255,452.1,NA,SAGD,370243,CNRLJF,Devon,Athabasca,2.050988405,Jackfish,9330.7,759364.1,0.3,10
2018,2018-08,3,NA,60.3,132939,NA,17069.5,CSS,370655,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.34426705,"CNRL Wolf Lake, Primrose, and Burnt Lake",16998.1,2351532.4,16,2
2019,2019-05,3,NA,34.8,131628,NA,17547.3,CSS,374803,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.264492209,"CNRL Wolf Lake, Primrose, and Burnt Lake",14430.3,2347951.1,NA,2
2017,2017-07,3,NA,37.2,132972,NA,18317.2,CSS,380296,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.270576362,"CNRL Wolf Lake, Primrose, and Burnt Lake",14737.3,2384672.6,0.9,2
2017,2017-06,10,NA,47.9,65507,1224.3,NA,SAGD,382091,CNRLJF,Devon,Athabasca,2.25967224,Jackfish,10470.9,863400.2,8.3,10
2015,2015-01,10,NA,4.7,68957,NA,NA,SAGD,383867,CNRLJF,Devon,Athabasca,2.518968018,Jackfish,1477.9,966949.2,0.5,10
2017,2017-10,3,NA,107.3,134789,NA,18370.1,CSS,388958,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.104894589,"CNRL Wolf Lake, Primrose, and Burnt Lake",16088.8,2374548.2,20,2
2015,2015-04,10,NA,6.5,70392,NA,NA,SAGD,391681,CNRLJF,Devon,Athabasca,2.648892249,Jackfish,1507.9,1037520.5,NA,5
2017,2017-08,3,NA,98.3,138951,NA,17488.8,CSS,395526,CNRLWL,Canadian Natural Resources Limited,Cold Lake,6.201645912,"CNRL Wolf Lake, Primrose, and Burnt Lake",18272,2452909.1,NA,2
2016,2016-10,3,NA,814.9,124984,NA,14812.3,CSS,401097,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.401435714,"CNRL Wolf Lake, Primrose, and Burnt Lake",18592.9,2166497.5,22.4,2
2017,2017-03,3,NA,56,136535,NA,19738,CSS,401812,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.895758189,"CNRL Wolf Lake, Primrose, and Burnt Lake",19144.1,2368985.8,22.9,2
2015,2015-03,10,NA,3.2,69038,NA,NA,SAGD,402879,CNRLJF,Devon,Athabasca,2.509565768,Jackfish,1551.1,1011052.1,NA,5
2015,2015-05,10,NA,4.4,72657,NA,NA,SAGD,403012,CNRLJF,Devon,Athabasca,2.665385978,Jackfish,1551.6,1074183.6,NA,5
2017,2017-05,2,NA,32.5,57517,941.2,13433.1,SAGD,404196,SUFB,Suncor,Athabasca,2.378413878,Firebag,766,961344.9,NA,10
2017,2017-11,3,NA,66.4,136069,NA,18729.3,CSS,404363,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.801112616,"CNRL Wolf Lake, Primrose, and Burnt Lake",17802.1,2345752.4,2.8,2
2017,2017-02,3,NA,71.4,117316,NA,17723.7,CSS,407088,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.037579307,"CNRL Wolf Lake, Primrose, and Burnt Lake",17274.8,2050740.1,3.4,2
2019,2019-09,3,NA,90.5,124100,NA,16429.6,CSS,408483,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.360149803,"CNRL Wolf Lake, Primrose, and Burnt Lake",14083.9,2189529,8.4,2
2016,2016-06,10,NA,3.9,64851,261.9,NA,SAGD,409006,CNRLJF,Devon,Athabasca,2.286086547,Jackfish,1574.6,935023.8,NA,10
2017,2017-12,3,NA,49.4,142172,NA,19648.6,CSS,412765,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.854309489,"CNRL Wolf Lake, Primrose, and Burnt Lake",19615,2416452.3,NA,2
2018,2018-07,10,NA,143.3,79470,2728.9,NA,SAGD,412870,CNRLJF,Devon,Athabasca,2.4802067,Jackfish,10524.9,1024001.7,NA,3
2018,2018-11,10,NA,17.7,92154,2954.3,NA,SAGD,414706,CNRLJF,Devon,Athabasca,2.975370968,Jackfish,9792.5,1233903.3,13.9,3
2019,2019-11,3,NA,32.7,121779,NA,17949.1,CSS,425195,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.988697419,"CNRL Wolf Lake, Primrose, and Burnt Lake",16203.9,2121168.7,NA,2
2016,2016-11,3,NA,69.7,133354,NA,18622.6,CSS,429029,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.407047084,"CNRL Wolf Lake, Primrose, and Burnt Lake",18670.7,2319777.3,5.5,2
2016,2016-08,6,NA,0.1,96640,NA,NA,SAGD,430531,COPSM,ConocoPhillips,Athabasca,3.269538654,Surmont,3694.9,1407638.4,9.8,5
2015,2015-09,3,NA,107.9,125252,NA,NA,CSS,438957,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.26084202,"CNRL Wolf Lake, Primrose, and Burnt Lake",19305.9,1870324.3,4.5,2
2016,2016-09,6,NA,0.2,98696,NA,NA,SAGD,439056,COPSM,ConocoPhillips,Athabasca,3.267644158,Surmont,3592.1,1434679.1,NA,5
2016,2016-12,3,NA,153.3,132877,NA,20314.3,CSS,443256,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.139690802,"CNRL Wolf Lake, Primrose, and Burnt Lake",17926.4,2278199.3,NA,2
2015,2015-07,10,NA,3.6,78356,NA,NA,SAGD,443661,CNRLJF,Devon,Athabasca,2.540102655,Jackfish,1708.2,1126945.5,NA,5
2015,2015-09,10,NA,5.3,73299,NA,NA,SAGD,444069,CNRLJF,Devon,Athabasca,2.304818063,Jackfish,1709.7,1023497.1,NA,5
2017,2017-01,3,NA,110.4,133267,NA,19918.6,CSS,447220,CNRLWL,Canadian Natural Resources Limited,Cold Lake,5.186747238,"CNRL Wolf Lake, Primrose, and Burnt Lake",18373.2,2319617.1,1.7,2
2019,2019-02,10,NA,53.9,87533,6357.6,NA,SAGD,447821,CNRLJF,Devon,Athabasca,2.589811961,Jackfish,14358.6,1159772.7,NA,3
2018,2018-12,10,NA,34.6,96606,4104.9,NA,SAGD,450924,CNRLJF,Devon,Athabasca,2.861295128,Jackfish,10468.2,1290225.5,NA,3
2019,2019-08,10,NA,194.3,90355,4312.9,NA,SAGD,451189,CNRLJF,Devon,Athabasca,2.57901183,Jackfish,14782.1,1163622.8,2.1,3
2015,2015-04,3,NA,53.6,125351,NA,NA,CSS,452158,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.269117288,"CNRL Wolf Lake, Primrose, and Burnt Lake",19164.7,1930313.4,NA,2
2015,2015-11,3,NA,83.1,132205,NA,NA,CSS,453171,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.153832405,"CNRL Wolf Lake, Primrose, and Burnt Lake",19586.3,1882396.8,NA,2
2019,2019-07,10,NA,29.8,93870,6604.4,NA,SAGD,455434,CNRLJF,Devon,Athabasca,2.713215181,Jackfish,12090.8,1235689.9,NA,3
2015,2015-11,10,NA,2.3,76309,NA,NA,SAGD,468949,CNRLJF,Devon,Athabasca,2.340912343,Jackfish,1805.4,1097767.8,NA,5
2017,2017-03,6,NA,12.4,111510,314.6,NA,SAGD,469336,COPSM,ConocoPhillips,Athabasca,3.318359138,Surmont,4418.4,1557426.4,NA,5
2016,2016-01,3,NA,546.2,143469,NA,NA,CSS,470552,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.302463129,"CNRL Wolf Lake, Primrose, and Burnt Lake",20423.5,2024532.2,11.8,2
2015,2015-12,10,NA,1.7,79248,NA,NA,SAGD,471502,CNRLJF,Devon,Athabasca,2.414711248,Jackfish,1815.3,1138540.7,NA,5
2018,2018-08,10,NA,122.9,89670,3466.4,NA,SAGD,472128,CNRLJF,Devon,Athabasca,2.456391372,Jackfish,12475.4,1159730.9,19,3
2019,2019-05,10,NA,82.9,89741,7060.5,NA,SAGD,472927,CNRLJF,Devon,Athabasca,2.504609067,Jackfish,14081.7,1184496,NA,3
2016,2016-02,10,NA,1.7,77571,NA,NA,SAGD,473185,CNRLJF,Devon,Athabasca,2.392668784,Jackfish,1821.7,1132174.5,10.3,5
2015,2015-05,5,NA,50.5,61073,2389.3,17587.5,SAGD,474419,CVECL,Cenovus,Athabasca,2.36175751,Foster Creek,9541,1120462.4,NA,3
2016,2016-10,6,NA,NA,109125,NA,NA,SAGD,475924,COPSM,ConocoPhillips,Athabasca,3.310424614,Surmont,4578.8,1575509.2,1.2,5
2016,2016-01,10,NA,1.8,80099,NA,NA,SAGD,475965,CNRLJF,Devon,Athabasca,2.436355129,Jackfish,1832.5,1159620.5,5.3,5
2016,2016-11,6,NA,17.7,107063,2.2,NA,SAGD,476969,COPSM,ConocoPhillips,Athabasca,3.262525513,Surmont,4357.7,1556121.9,0.6,5
2019,2019-12,10,NA,187.1,94142,5174.8,NA,SAGD,478251,CNRLJF,Devon,Athabasca,2.600304192,Jackfish,13221.6,1243597.3,1.1,3
2015,2015-08,10,NA,2.4,84734,NA,NA,SAGD,480514,CNRLJF,Devon,Athabasca,2.503429351,Jackfish,1848.4,1202932.1,4.3,5
2019,2019-11,10,NA,335.4,98163,3609.1,NA,SAGD,480611,CNRLJF,Devon,Athabasca,2.620181028,Jackfish,16849.1,1259287.3,3.2,3
2015,2015-08,3,NA,128.5,137759,NA,NA,CSS,481635,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.439515102,"CNRL Wolf Lake, Primrose, and Burnt Lake",21258.6,2138226.3,24.8,2
2018,2018-09,10,NA,36,93200,2992.2,NA,SAGD,482863,CNRLJF,Devon,Athabasca,2.539503226,Jackfish,12883.6,1226232.4,1.8,3
2019,2019-04,10,NA,26.1,92950,8552.4,NA,SAGD,484072,CNRLJF,Devon,Athabasca,2.530151738,Jackfish,13851.7,1224774.6,1.6,3
2015,2015-10,3,NA,87.9,132498,NA,NA,CSS,485375,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.027244279,"CNRL Wolf Lake, Primrose, and Burnt Lake",19649.4,1954724.9,1.7,2
2015,2015-10,10,NA,4.8,77977,NA,NA,SAGD,488564,CNRLJF,Devon,Athabasca,2.292650467,Jackfish,1881,1120107.4,NA,5
2019,2019-01,10,NA,64,96014,6327.7,NA,SAGD,491565,CNRLJF,Devon,Athabasca,2.599452443,Jackfish,12951.9,1277800.1,NA,3
2019,2019-03,10,NA,41.5,96310,8098.1,NA,SAGD,495047,CNRLJF,Devon,Athabasca,2.577916175,Jackfish,14860.3,1276190.7,0.3,3
2016,2016-05,10,NA,7.1,77635,1439.3,NA,SAGD,509834,CNRLJF,Devon,Athabasca,2.206811392,Jackfish,1962.9,1125107.7,26.9,5
2017,2017-02,6,NA,42.5,109382,258.2,NA,SAGD,511525,COPSM,ConocoPhillips,Athabasca,3.033620482,Surmont,4751.9,1551771.2,5.1,5
2018,2018-02,10,NA,40,92028,616.2,NA,SAGD,512298,CNRLJF,Devon,Athabasca,2.373966886,Jackfish,11883.3,1216179.2,NA,3
2015,2015-07,3,NA,185.3,132344,NA,NA,CSS,513314,CNRLWL,Canadian Natural Resources Limited,Cold Lake,3.98424219,"CNRL Wolf Lake, Primrose, and Burnt Lake",21541.4,2045166.1,1.6,2
2018,2018-05,10,NA,96.3,95215,2264.6,NA,SAGD,514644,CNRLJF,Devon,Athabasca,2.468549352,Jackfish,14322.6,1270425.1,NA,3
2019,2019-12,3,NA,27.5,133873,NA,18855.2,CSS,517394,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.418847451,"CNRL Wolf Lake, Primrose, and Burnt Lake",19175.8,2286285.6,13,2
2016,2016-04,10,NA,9.4,77926,927.6,NA,SAGD,522928,CNRLJF,Devon,Athabasca,2.178332943,Jackfish,2013.3,1139110.2,12,5
2018,2018-04,10,NA,130.2,95683,1754.6,NA,SAGD,523032,CNRLJF,Devon,Athabasca,2.409057077,Jackfish,12544.4,1260013.7,NA,3
2019,2019-09,10,NA,17,100545,3274.1,NA,SAGD,524607,CNRLJF,Devon,Athabasca,2.532687809,Jackfish,17358.6,1328665.5,2.7,3
2015,2015-12,3,NA,88.6,149597,NA,NA,CSS,524735,CNRLWL,Canadian Natural Resources Limited,Cold Lake,4.161635941,"CNRL Wolf Lake, Primrose, and Burnt Lake",21030.6,2183757.7,1.6,2
2018,2018-10,10,NA,30.7,101814,2565.8,NA,SAGD,530167,CNRLJF,Devon,Athabasca,2.566536745,Jackfish,12968.4,1360693.6,1.5,3
2016,2016-03,10,NA,2.9,80296,839.1,NA,SAGD,532543,CNRLJF,Devon,Athabasca,2.222689644,Jackfish,2050.3,1183678.7,5.3,5
2016,2016-12,6,NA,5.7,115187,38.9,NA,SAGD,533556,COPSM,ConocoPhillips,Athabasca,3.052575372,Surmont,4156.1,1628719.6,15,5
2019,2019-10,10,NA,27.7,104934,3636.5,NA,SAGD,540723,CNRLJF,Devon,Athabasca,2.554345406,Jackfish,17981.9,1381192.8,1.2,3
2017,2017-01,6,NA,7.7,117677,212.4,NA,SAGD,544284,COPSM,ConocoPhillips,Athabasca,3.039229174,Surmont,4585.5,1654202.9,0.1,5
2016,2016-09,10,NA,3.3,84142,2958.9,NA,SAGD,551095,CNRLJF,Devon,Athabasca,2.261470708,Jackfish,2121.8,1246285.2,2.8,5
2016,2016-02,5,NA,119.3,100466,6646.8,23045.5,SAGD,551916,CVECL,Cenovus,Athabasca,2.956000567,Foster Creek,10913,1631464.6,4,3
2016,2016-11,10,NA,15.5,84794,1683.5,NA,SAGD,556935,CNRLJF,Devon,Athabasca,2.171633915,Jackfish,2144.2,1209458.5,25.4,5
2017,2017-06,2,NA,25.8,72563,901.9,43557,SAGD,557756,SUFB,Suncor,Athabasca,2.548755335,Firebag,928.3,1421584.6,6.5,5
2015,2015-06,5,NA,260.9,68349,2765.5,16107.7,SAGD,559203,CVECL,Cenovus,Athabasca,2.16659305,Foster Creek,8650.2,1211564.9,14.4,3
2015,2015-01,3,NA,133.6,140357,NA,NA,CSS,560185,CNRLWL,Canadian Natural Resources Limited,Cold Lake,3.640075168,"CNRL Wolf Lake, Primrose, and Burnt Lake",20685.9,2039116.6,11.9,2
2017,2017-05,5,NA,201.6,80755,2670.6,10444.5,SAGD,560938,CVECL,Cenovus,Athabasca,2.377076924,Foster Creek,9414.2,1333392.3,6.6,3
